mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,mfcc_53,mfcc_54,mfcc_55,mfcc_56,mfcc_57,mfcc_58,mfcc_59,mfcc_60,mfcc_61,mfcc_62,mfcc_63,mfcc_64,mfcc_65,mfcc_66,mfcc_67,mfcc_68,mfcc_69,mfcc_70,mfcc_71,mfcc_72,mfcc_73,mfcc_74,mfcc_75,mfcc_76,mfcc_77,mfcc_78,mfcc_79,mfcc_80,mfcc_81,mfcc_82,mfcc_83,mfcc_84,mfcc_85,mfcc_86,mfcc_87,mfcc_88,mfcc_89,mfcc_90,mfcc_91,mfcc_92,mfcc_93,mfcc_94,mfcc_95,mfcc_96,mfcc_97,mfcc_98,mfcc_99,mfcc_100,mfcc_101,mfcc_102,mfcc_103,mfcc_104,mfcc_105,mfcc_106,mfcc_107,mfcc_108,mfcc_109,mfcc_110,mfcc_111,mfcc_112,mfcc_113,mfcc_114,mfcc_115,mfcc_116,mfcc_117,mfcc_118,mfcc_119,Ragas
-130.88808614036387,122.14987123719325,-19.58387460394686,-19.768961323434837,-22.521393051607834,-17.46126978724162,-10.16783016507015,-21.516686182719084,-28.821294742598226,-24.910134509116318,-11.290708663415074,-6.604607050053269,-1.2124050967514048,-1.6233353017134955,-1.6355752707086801,7.484639977869696,-4.303659185420229,-10.766775042072544,-3.5354838118544403,-12.745567238392928,-14.55571165884243,-3.809797297343159,-7.244071820848744,-15.674168380916427,-10.62730011304528,-2.883705503664073,-4.848771430970892,-5.8884968401686715,-2.815752098401728,-1.1745099812705941,0.35595286347636673,-3.468322119580041,-6.014641489356278,0.9034633992077542,-0.28128407725977234,-1.774692699726812,6.8389537615395355,3.6529093940155732,-2.2229373784297306,-1.637892816042732,-0.09387022889024746,-0.000450389438565132,0.008911911032395012,-0.01876954933700208,0.006533446445443714,-0.010671485484731232,0.0076666313238422466,0.003744424129724127,0.004600059770567219,-0.015239748445778563,0.008106201108726875,0.009723315544534315,0.004797522645123269,-0.003210302345870151,0.004022840852570329,-0.0010544807125600355,0.0010772950713539406,-0.012825526565393824,-0.009226685368342069,-0.0010700569653144271,-0.0056794439551472176,-0.01543640773988625,-0.006434148587897522,-0.001050104541333011,-0.004450096462744757,-0.0065233615091704455,-0.0035066908232909764,-0.008863549596830094,-0.0050253862327499475,-0.001644628694124234,-0.0029688835670998153,-0.004239268563641962,-0.00726485741571099,0.0003862174017903749,0.009731154900139882,0.002653153513448802,-0.0023138010171078827,0.001275114606895251,0.0030574241301476127,0.0011925250930154671,-0.0053068020262827505,-0.013729027156081722,0.011834983037165321,0.001721736998589367,0.0022439340172837638,0.013310611241042363,0.0006993999204648277,0.007762573452975903,-0.0012624628561153407,0.001997705451313105,0.0004114636320964803,0.0044206850598316125,-2.4987018303076644e-05,0.003261866382017275,0.0020591878215783736,0.0031438867659022316,0.004059658310801976,0.006844375784072874,0.005518589261315967,2.622670232561764e-05,-0.0003414769533464163,0.005138965243527272,0.003037544757830065,0.006289792632059946,0.005794125070453271,0.0010525125245801263,-0.0001605889550462797,0.00023767382578642764,0.0036404677840855,0.00560329330764627,0.004794969634456328,0.00016015965992486128,0.0007686267423579791,0.0004239026976901717,0.004361720803235361,0.0016983988382116,-0.0030353847708864726,-0.001203377643689617,0.0010020980168165012,-0.0010897268238439955,Asavari
-121.56509976343538,110.39112689983028,-40.50843757128359,-18.925709130901367,-19.774106140898997,-12.995388042871133,-0.7031972680997124,-10.184406740898515,-15.98978112573048,-13.31420731932917,-3.750862097543416,-5.928333177379487,-7.618380288987698,-6.295020928262216,-3.416164580895377,-4.345450636849161,-13.670882226139781,-9.811112313584289,-8.60774104065133,-14.152139320905901,-9.11488762984801,-5.810690815843189,-12.586128880530884,-13.821789118242117,-3.228314738085359,-0.7587427221215015,-7.877585156433445,-8.36213824531902,-4.913939081817605,-4.303458237426439,-1.74258924135917,-0.6326848605272827,-0.7541873997429922,3.6037647251783436,2.0441909476427615,-1.2372178637292326,0.5327334529431805,-1.7703345976928488,-2.513170243169141,-0.7841901886647037,-0.11233744099653988,-0.010478023735341188,0.06296686191121363,-0.012937252954364197,-0.007870877248573297,-0.005599624615023401,0.0030063942755949582,0.016577192592815107,-0.0034306611910867872,-0.011256037927359179,0.015461860100991306,0.025916926652868093,-0.007480854638219204,-0.015338845543559364,-0.00814507249883725,-0.00702249625903174,-0.0004107317459286043,0.002827019576170364,0.004645781788580156,-0.006163626907773429,0.007129506211411526,0.008243557711139998,0.006897798220526157,0.004543368090211046,-0.008920938119977068,0.00255681816577089,0.005119219109480575,0.004864300477028606,0.012580680464083173,-0.007439604656600037,-0.015227227375973214,0.004355017801591065,0.0018181524323775487,-0.0002754195758804285,0.01085659471215504,0.0033835916524989885,-0.0113645439168494,-0.006891675219305843,0.006141662350785056,0.002490070326751304,-0.030774782208151358,-0.0032453508413433593,0.004938590612111739,-0.003609180995307852,0.011550504286546087,0.00897647347912524,0.00022562894540778644,0.002087975496759054,0.0023176240514734357,0.010055819337163655,-0.001856984092013174,-0.001774307354036266,0.003173186171209055,-1.4035588304278406e-05,-0.003341483761255433,-0.00015556754606084868,0.0011007811104962824,0.002576181000376869,0.0027193424364270837,0.003294091427388229,0.0026020943223366262,0.0053865075608824555,0.00399497761552073,-0.0017672581326361716,-0.0004212955542586167,-0.0013003939864194558,0.0011032020596988916,1.876952715404233e-05,-0.0016354796010352262,-0.0012250503257034084,0.0010824580939555394,-0.0020315626744553416,0.001893879652533536,-0.002580360706190962,-0.003815959276909001,-0.0012449867547393082,-0.00039160304464188825,-0.004046027728249654,-0.0005755271065019955,0.007194539863717494,Asavari
-117.74227721481142,94.66661531657327,-53.016980238914854,-19.79267467810037,-19.02311804712779,-5.285777161716929,-5.444897231677933,-16.70632693353764,-15.454205977126936,-5.1108655855929035,-3.636586067504661,-8.117677229763283,-4.850564687001117,-6.019187529140058,-9.561758270974458,-18.606371487536986,-12.110427255147103,-8.18853430528659,-12.585266981996012,-7.240052229038235,-10.241900408420682,-13.17641780350328,-0.8133282551486178,3.2159644501557016,-9.69047874234292,-8.17155201709967,1.126461094337466,-0.9726410506150143,-0.17155487400943686,2.5074511654224394,0.8967169586238463,0.7664925862769923,-4.070314518015052,-2.496646776806905,6.4485720136136635,5.091299823094344,6.330726390807057,7.989721400759129,2.579694795104712,-0.3324368100849125,-0.08654267499925004,0.014507211639696886,0.05297394888702175,-0.024658871258628146,-0.004140086399039927,-0.0013521596179788336,0.0169679956354952,0.006352835424252416,-0.012482901252652286,0.007666204564923261,0.024045651844369575,-0.0169070099263171,-0.024210658282056735,0.004944067730386895,0.011489179216619887,0.016769174015034596,0.010160303797734293,-0.00017771478080569485,-0.012445114859499028,-0.00689832743930152,-0.001058257308171583,0.004837187871242484,0.009952466048290193,0.0066071275500856844,0.010442144241088736,-0.004984982802891029,-0.010587783165374244,-0.003748226190336316,-0.000575118188447156,0.0135547023103514,-0.0008843119314632669,-0.00672484934898915,0.008836462672654413,-0.0027845293285420738,-0.0036192790578134793,-0.0021985326580441665,-0.007973632576979799,-0.0025908079139496695,0.017144138546567936,0.024457537309100684,-0.0017476927602474498,0.004432282049070401,0.0055253046727429716,-0.0003345012762584216,0.002981524336687692,-0.0004160423986294695,0.0030429785656770365,0.0048671659246488945,0.005492339876172015,0.0023644086216062323,-0.0026635583179818677,0.0022788972884940383,0.0015404494345061426,-0.006250684911696028,-0.003074763524294132,0.004250609089561627,0.00469689884498448,0.003288242587109876,-0.0013896998846159325,-0.0005167538599994953,0.002683499653653331,-0.0005048026183088405,-0.002164173327937859,0.001339234329650531,-0.0018329307514263415,-0.001257196682960287,0.0012541983416906436,-0.0003151417114464289,0.0031785692280475557,0.0017580869504382009,-0.0035203282745990497,-0.003985052483888823,-3.15123437697122e-05,-0.00023137611074255528,-0.0028012883054411002,-0.0010501111453083847,4.614005448896971e-06,-0.002281810107624414,-0.003913583866461556,0.0004096653206682237,Asavari
-150.75913943750058,101.83018208254921,-26.391917150287796,-22.25924479386091,-15.155953133957437,-13.61286795250686,-11.52306661300093,-18.03183326036105,-26.205660534051546,-5.095651359366066,1.0002429070431909,-10.009221525918726,-4.387588328832686,-3.480137447239671,-3.4864973498637455,-8.80484203712049,-6.9801227475095695,-7.800508844213401,-14.76334846875887,-11.520129150892648,-13.61390239553869,-9.157090342409271,1.2239828244586763,0.42858741412206813,-6.864385154864064,-3.549173871461905,2.4517538943070614,-6.508647347516674,-5.160097873237252,1.8218258012088195,-0.2972920673323418,-1.318204938334584,-0.8211109288361567,5.602063844984143,7.044028331767413,4.275329907967038,3.8368620484700413,1.1319548294657484,0.7988704540599092,-1.4443677332223648,-0.0349889571888868,-0.03361820861133607,-0.006106001858679113,-0.031791046831738126,-0.021023443110253254,0.017961078917526668,0.017603401166091322,0.009246119079212477,-0.010680689296809362,-0.000339865039534086,0.01893467373357649,-0.01894452808300836,-0.024962960713549042,0.0050323618538371355,-0.009358365516297498,-0.014855810317605656,-0.0027194236002255237,0.003031554695355123,0.009660061163177677,-0.0017356656239299547,-0.020970030649567813,-0.006336015779203993,-0.014779182045601698,-0.007806839304103013,0.020174531488003,0.005585949483515041,0.018173019946972936,0.026798111325745288,0.0034224325378194565,0.0009679157884261991,-0.003830537344463577,0.006625024259622339,0.00622830173601299,0.0007442322800641539,0.001805965641477047,-0.0031257035244011853,-0.009955347473083144,0.005179228823275607,-0.001414669310854616,-0.002593706938277079,-0.0023117274837408668,-0.004471619008765571,0.0032601099399329945,0.0025067634709335413,-0.0007734929548181091,0.010623290713046664,0.0019830689751546824,0.011565897667907086,0.004527070038082526,-0.005469999651664852,0.002885628286538217,0.008764694692721247,0.006490633302586538,0.004956085002737803,0.0054510498693593175,0.014488018433361678,0.007970756014585984,0.0039923226387440685,0.005445543087484821,-0.00041947854894090487,0.0011299782878058623,0.00011208956548070614,-0.002162290977129637,0.0009935892426090162,0.005841852723945883,0.0024148132047515196,0.0014846614311863854,-0.0008910281997599242,-0.0037823414107620197,-0.0014163847832181762,-0.00037943047725353687,0.004721810131577824,0.002178434185345998,-0.003412025210773455,-0.0035793379934404624,-0.003573925219123889,0.002710558734808653,0.001935272459578922,-0.0010043442379687381,-0.005156433967794777,Asavari
-121.44582999678369,126.5096018222228,-21.766275771835875,-12.106971954859974,-7.3956444316545,-12.756001926057436,-18.47458742215486,-32.32591490788009,-33.66846370367304,-15.346797111454764,-5.396803350551832,-14.230812186979799,-6.673606595658676,-1.496883286285209,-4.937173889428483,-6.891868947729029,-10.841953459380411,-2.941257414159799,-0.9110106364393175,-10.055052335019544,-11.386376572427055,-10.527848095603261,-14.234036897834262,-12.233360537062627,-6.47185864815744,-8.619119093884477,-6.972901616940836,1.1920578686216179,-0.3015905446337721,-3.4487850499689165,-0.7209492229943965,-1.1495251504924153,1.0539414695654485,4.162841723282072,1.3292100302721614,-0.6734774116786842,-4.1766609728593815,-2.5947657662881536,2.254641240166441,-0.8751658263611936,-0.0875933286344155,-0.033490325972105175,0.024251911826563433,-0.009364074611634427,0.006866929086045664,0.0013389598851511499,-0.011499824846170719,-0.004899312612470749,0.005857065421601884,0.0027122812306672787,0.004056764771803626,0.007009825471144605,-0.009232933378390628,-0.016065954341401203,-0.003412121672775552,-0.002947025851881648,0.0034044139188187756,0.015443141787255798,0.012236976945951335,-0.00029840227326985967,-0.013292234746628663,-0.0027950187921713587,-0.003936358071781008,0.004392201811085042,0.007452782963802942,-0.0036142213571560304,0.011841015669936695,0.007704189230010316,-0.0019039973406022644,0.0025246707728121863,0.0012302698603981392,0.006653100591949698,0.0044393868280239125,-0.005622161145294775,-0.0076185662236458885,0.000756546222624774,-0.0011296110498087728,-0.004035272242489753,-0.001030730934325751,-0.005407603352167653,-0.019407563768263754,0.010131754905625116,0.009877815596489923,0.003064394466750425,0.007410839099067185,0.006801515310556256,0.005640190261788522,0.00850380751402301,0.00670699630789141,0.009000634924741568,0.00935365433789341,0.005009606556947814,-0.0028307923093340865,0.0020998428069655558,0.0004339314793656861,0.0027870847513958613,0.00731639174938713,0.005122043589732105,0.005070365735985908,-0.002521599988301351,-0.0017308619568472694,0.004227602894520624,0.00265327212808186,0.0019989935831104563,0.003300345764879518,0.0004079898285654423,-0.0021996428736956453,0.0002457001203965312,0.0038466975449445687,0.0033539067424230564,-0.0007988729718922704,-0.002330791470661731,0.0009226596209512531,0.0006650046395863376,-0.002775870499323304,0.00030800595632302324,0.005397357494347513,0.0035020269342719355,-0.001522724930441882,0.0015745774582492241,Asavari
-265.64955278828717,19.568136067738024,1.3660826970175393,8.91636780725513,-5.304620299792178,-0.5901894330962401,-0.2332591617005119,-2.4951018713081536,0.5305766467594896,-1.1998318330662205,-3.7444122478556823,-8.136550015038729,-4.9958701978173075,-1.9411001830663932,-4.1561843053006315,2.282135962186136,3.432261033366951,5.629857889723039,6.900594029505594,1.8940113062824566,-1.8575270120665581,0.08700426405641493,1.640228714419134,3.815683666793099,6.020933882188225,1.9475016645675864,1.4514084146349948,4.426539857348356,3.224863247289048,4.392296931149703,2.654629465783844,0.1757626579458362,3.0759067902627346,4.3526646603454076,2.1607040198512273,1.5436194118218043,1.4142325713688462,0.7395398325722242,-2.1143919320536684,-2.990231330647601,0.047784636163190786,0.03400457168862981,0.006557739557743864,-0.00671994053960415,-0.012684372054491364,-0.006064683005495542,-0.0034325640459659467,-0.0056075006986835265,0.004735286727855899,0.0026978070259727925,-0.003752616935994446,-0.006898916873389497,-0.0076838912938339415,-0.0023889098762875623,-0.0020564648476770705,-0.005462912383204503,-0.010480203439269578,-0.008987236940649047,-0.0036856727526512253,-0.0020573014406333875,-0.00458449611494494,-0.003955470734752595,-0.0037356164424942294,0.0025003060958417316,0.0029737966885577567,-0.010199038176651229,-0.01620927906762259,-0.008097045730318586,0.002024086160941082,0.013767798804243335,0.020356889856212024,0.018200671911023,0.01860319403238758,0.004853921080214296,-0.0047458689333799015,-0.004000008208585048,0.0011436506075717516,0.006956363977397561,0.005029168194558732,-0.002134803742823856,-0.008369288068527084,0.0010805174174954462,0.0024101204338803054,0.0023452853100390607,-0.0005569310824244704,-0.0016691863463368943,-0.0004554253452696553,0.0036761857455828773,0.002849378127905488,-0.000454041466370397,-5.155051841924645e-05,0.00029089077713269525,0.003369683066769884,0.0027990578382761735,0.0012094488059508175,0.001132043009005268,-0.00018044746809660095,-0.0020481772036977353,-0.00079459022311844,-0.000291642784246445,-0.000953590590733208,-0.003253667441865276,-0.003146866717864122,0.0017294657098117147,0.0017510454066720445,0.00030213439306668317,0.0003513827356779735,0.002047635321945003,0.0064406528556797205,0.0004768474582079631,-0.0032836430928709238,-0.005769566986239321,-0.006266650322640555,-0.003148304274093426,0.0002204924033539811,-0.0009867859344269783,-5.4161481151654433e-05,-0.004581505612082273,-0.0013833482485743026,-0.001157965775018615,Asavari
-308.54131572841743,5.011865232549684,4.116219331238404,1.7610368323682215,-0.36555420310613634,-0.7957748502187414,-0.4352418084570937,-0.33436736939980466,-0.36792150116164907,-1.0778334371833291,-2.064714396654846,-2.5413618918119334,-1.7277878955895354,-1.1722833612570849,0.2502324299058374,2.536319970183833,3.3267174128615347,3.224797994018852,2.2509280751748153,1.1044943387234696,0.7622424283611895,0.8141252911315426,1.1156598510126403,1.4775051783941877,2.0833615657843403,1.6584933129446677,1.1328597802901574,1.1734548037967572,0.8683702910718991,0.7438533641375601,0.620036716710625,0.7344414577796758,1.2199693854181646,1.4874789486098956,1.2349258577083224,1.3178986146072358,0.7617379883198492,-0.38918666517772954,-1.1827757259127416,-1.025377668750804,-0.0042523275326202085,-0.011923832242819232,-0.0008836752645486908,0.004943707238146166,0.004712537777516679,0.003359912051952715,-0.0018237423030840441,-0.002772011320981133,-0.0020615834037452764,-0.003959845685668962,-0.0015209067300180343,0.0017986671512158182,0.0008657962639999693,-0.0019619381186302743,-0.0017098375731117764,0.0017106780963520168,0.0037272769076056654,0.000693456916716714,-0.0003487479982203652,-0.0003496326262922105,-0.0009852865706679883,0.002544171520607052,0.00037855148543750267,-0.0007595192291494849,0.001193245105547911,-0.0013158947087447933,-0.00402942932633339,-0.0022094109534924007,0.0018466919257479598,-0.004260685390464818,-0.004202257743616404,-0.0010235556865048439,-6.994616559620488e-06,-0.002463008328451955,-0.0005109223696866199,-0.0013804711933088354,0.0017496141079169786,0.00044227597063023325,0.004338554113806727,0.005124013245959322,0.00374078893940334,0.009162862402127284,0.00014666428512808978,0.0004996847734569333,0.0009018403785659392,-0.00011327429922602348,0.0009564128162282502,-0.00020324105972044013,0.00182664268977795,0.0006775451147142174,-0.001118995948697119,-0.0004890300782580495,-0.00033536941278415155,0.0018438424363346811,0.0005813312012512019,-0.002078153103983649,-0.001360286761007045,0.0011874105595541466,-0.001211791965287949,-0.0013464359951765262,-2.3942393538902944e-05,-0.0017817624856144721,-0.0007380024792223466,-0.0022015083813666557,-0.0018844272631832377,0.00011005776763815006,0.0025813224104992752,0.0028549314701761465,-0.0005564774118502563,-0.00141664425475069,0.0002222303580286851,-0.0022144625201814152,-0.0015725137109456999,0.0009873670581782058,-0.0004750855720754867,0.0018159670343922585,0.001081427489126815,0.00046984208177059094,-3.831951386608564e-05,-2.7551246342204923e-05,Asavari
-277.73752891562816,26.421530092827705,9.445051688187748,7.577118807516126,0.45623424216338865,-0.479026721855749,-0.12910050195363493,-1.6909898194926978,-0.44788662808350604,1.965130788311577,-0.6286667720892041,-5.25083154415377,-5.33294348000007,-2.3017198805780437,-3.7272473875947205,-4.62314066053633,-2.8281745106291627,-3.3275881443622044,-2.8189202952620356,0.7975498657846776,-0.13533755030733385,-0.5566431547228845,1.1766241842215144,-0.0043325112849207,-0.08004956630558685,3.16670723941563,2.880777213829465,4.35006722210717,6.610584041308489,4.978398153561194,4.7977814619397,4.728300404641475,4.44862277688175,5.026289529164271,3.8898444126735914,3.641995134613912,3.2667574903218246,2.22007833146171,1.2217965106195428,-0.019931049107327705,0.030110995382051742,0.031626996888474194,0.023298069200819813,0.002297366812843555,-0.012840020395704695,-0.0034990205975873284,0.004533084034030094,0.002224087935238737,0.001580572290748678,-0.00897473785768305,-0.011510878345874904,-0.016213126502592944,-0.018112033819993805,-0.008762639822839532,-0.00479370151140606,-0.006046724470832375,-0.010422496587130292,-0.01434456566039805,-0.007425611431083002,-0.00591351952152418,0.00029356743765178916,-0.00015163675459445338,-0.005544633246408132,-0.0011046661420538498,-0.008102108267257345,-0.007720768000720548,-0.00014142979758202917,0.004941830511861897,0.015153793283208353,0.019992520236059425,0.016239266944091228,0.011802890756078054,0.001350590508353865,-0.0016937473840822619,0.0009643992229253561,0.0020710832059021526,-0.0037087217638078662,-0.006294500528198963,-0.0026968115278905584,-0.0034919709408671225,-0.012156100857220109,0.0033409372859459258,0.007092392127710869,0.006766920869540994,0.004181480884234887,0.0015049616163158566,-0.004156763146631702,-0.005948231660832072,-0.0035033800468228012,0.002251033617722795,0.0028218361605009293,0.0005559831749089714,-0.0019867954950123835,-0.004335749422863803,-0.00314624297991907,0.002461810671098779,0.0021585578218494164,0.0007031256544919038,-0.000424202020370347,0.0005433679849829964,-0.0014692930552750421,0.0012553105667971174,0.004614136239168227,9.650842243148686e-05,-0.0012819895163602606,-0.002895760484789306,-0.004810323208276773,-0.0020631943780513432,-0.0056823921631069686,-0.0032337153065426024,-0.006484193831247247,-0.008644415922780053,-0.004779256057377109,-0.00041461859362604535,0.0003764146376773031,-0.0004261536017913525,0.0002767176128490652,-0.0002511528842662143,0.0012216631258829365,0.001998823118510128,Asavari
-279.23156415898023,23.650771729290856,8.133045219536909,6.045867249751605,-0.3244268956915476,1.1585281378233157,1.2152890065827051,-0.7013701948995724,1.0063220958176562,0.7892859322491659,-4.1545389062175175,-5.327922170245863,-2.1894617686101285,-3.0147951602600283,-4.60169344008669,-2.7889818785174305,-2.1857287864119033,-0.4358360208654014,1.962251690237393,0.26595834453795225,-0.8117828593232208,1.1149973612799151,1.2767164260210928,3.424825148434818,5.798356683482656,5.386229824011726,6.466289284416177,5.746704416261254,3.363055230781658,4.570379469915124,3.807093450237493,3.5650030772223253,3.591528056458364,2.295423821717755,1.7487628829632489,1.0911665701566386,0.8157294256393395,0.8844712797406339,0.25292684069025523,-0.48438434532683994,0.013735891356571942,0.027596865588556323,0.010645123312326789,-0.0004042141302223695,0.0023618991058037774,-0.0076111823173063125,0.0030467404411411102,-0.006195831714176882,-0.009689303908211691,0.003773081185043639,-0.005492288060513539,-0.012252599731261835,-0.011763451418819468,-0.0124626633748046,-0.006770025121545346,-0.009549717028121699,-0.005583732721786928,-0.0015895384503456865,-0.007932472655966452,-0.0022263133498125563,-0.008481258147592954,-0.010774606901752148,-0.001692017620723124,-0.0009353772320478163,0.0023154893562815234,0.009806228293171602,0.01736870105592777,0.02060665278094431,0.015250169300956998,0.006642272921193039,-0.003240752334846716,-0.0049420994439523915,0.0002903663901633182,-0.005084642814109032,-0.00145630500482627,-0.0018114446404788403,-0.00035914369417371387,0.002288075446639358,-0.0026496292677701486,-0.00995824219047669,-0.015545375728359082,0.012810147506479835,0.0031475540779814203,-0.004343386800992508,0.0033880433269959072,-0.0033492821500780033,0.001054168428614789,0.0012710155169206158,-0.000591633671242946,0.004270433009814312,-0.001687352254742208,0.000309705932609148,-0.003261986876402221,0.0013165224501207244,-0.002203939819451238,-0.0033522364142056977,0.004136913364437094,0.0027874091930340556,0.003418488509868691,-0.0005234564618237808,-0.0014800770925378196,-0.0021069090342288543,-0.00410265707836293,-0.006377473709637838,-0.0024271304090258934,-0.0008678201135315906,-0.0020296134049833745,-0.0013770393829961017,-0.0035989274210998573,0.0005527939350481998,-0.0015568183617161236,-0.00723895102444741,-0.002678261034631353,-0.001451864770920383,-0.00021477873803858085,0.0006850376938792312,-0.0016668586432885088,-0.0012627971724448012,-0.0011215787105882669,0.0008228736844365839,Asavari
-278.6963188022311,26.00286905884692,10.260682838913134,8.907286287940005,1.3861502248344875,0.29539944470459584,1.428839271556484,-1.1100286509990522,-1.545739074530045,1.9761242246918764,1.335285818813803,-3.489481510256922,-5.0632293561651185,-2.460596282920045,-3.1399156290110106,-3.9797787280979326,-3.1416418437826366,-3.6709807680806557,-3.8210624877044763,-0.6608471969884492,0.44339938501741916,-0.17476536180241645,0.8881187892792511,0.9207140829948797,-0.37433888866228643,1.1999202067209447,1.793123842130016,1.7494469290948058,4.874553682099735,5.572986268083378,4.836619697464484,5.288484242731921,4.226160277940447,3.917537531552648,3.942604699562639,3.444938965365965,3.6010079686622394,3.5058034682789203,2.9471307370576816,2.136409545291418,0.03086912036202121,0.036115779587543244,0.01831396937574098,-0.005917682486928762,-0.004501249341423768,-0.012767884608501168,-0.003943380880793349,0.005147691551896933,-0.0038394409966323578,-0.0022886710197583936,-0.004733394885299363,-0.006301237810258345,0.0022670745084165276,-0.007465406183986703,-0.014233802304933343,-0.010373611245967087,-0.013102894995013693,-0.011563781426020308,-0.010161381206828711,-0.007906176484372906,-0.005332846176364976,-0.00033736123888090475,0.001021434960618761,-0.0022224231568370592,-0.005472752988805524,-0.009018090120396068,-0.005449601806990644,-0.003804922114761661,0.004886156445134454,0.015917527484425924,0.023217011796306593,0.0256836176037385,0.014593792494997246,0.004606949519272639,-0.0012165522162715056,-0.004358928362918202,-0.0026406232069676678,0.0021594985232926906,-0.002688877682901649,-0.0013233880578434507,-0.014555698706385015,0.011112994435594896,0.002324814464542068,-0.0022880482330670028,0.006407039958871109,-0.003397716329446273,-0.004341980153326489,0.00017696417688237213,-0.0074903876182386584,-0.0016622570045831475,-0.0021299338985788117,0.0008265641317950853,0.0021408451069738943,-0.0010066091318145143,-0.002182536577196041,-0.0018423026566448157,0.0017938925006319075,-0.000563974421465183,0.0004382092834948,0.0018106567417535255,0.001439640234716554,-0.003641093191763298,-0.0005719979508335771,0.0010038207778452863,0.0023376281859765658,0.00031942319517237213,-0.0018904601285507196,-0.003940623404813904,-0.0017343776414403855,0.0006161661706390245,-0.0028074583401579765,-0.002796881714604525,-0.001914855231422086,0.00010015580836966106,0.00033368389910134577,-0.0005922134059089565,-0.0019950044670903923,-0.004398930983877051,-0.0010963775089691363,0.0018358508848176584,Asavari
